year,unique_id,response_id,interview_start,interview_end,source,postcode,NRM verified,NRM code,age,gender,describe_reef1,describe_reef2,describe_reef3,visited_reef,visit_freq,rec_jetskiown_7cat,rec_jetskihired_7cat,rec_boatingown_7cat,rec_boatinghire_7cat,rec_fishingoffshore_cat,rec_fishingonshore_7cat,rec_nonmotorown_7cat,rec_nonmotorhire_7cat,rec_inwater_7cat,rec_islandvisit_7cat,rec_beachvisit_7cat,rec_wildlife_7cat,rec_research_7cat,rec_cultural_7cat,rec_community_7cat,GBR_rec,GBR_phys,GBR_unwind,GBR_social,GBR_nature,GBR_recreation,GBR_wellbeing,actions_helpGBR,actions_helpGBR_open,GBRbp_advocacyfish,GBRbp_rubbish,GBRbp_app,GBRbp_report,values_biodiversity,values_exist,values_bequest,values_icon,values_recognition,values_provision,values_science,values_indigenous,values_heritage,values_spiritual,values_economy,values_social,values_recreation,values_nature,threat1,threat2,threat3,threat_cots,threat_fishing,threat_runoff,threat_rubbish,threat_cc,threat_tourism,threat_devt,threat_ports,threat_mining,threat_popn,threat_mgmt,threat_weather,threat_heatwaves,threat_bleaching,cc_belief,inter_zoning,inter_fishclosures,inter_culling,inter_coralrestore,inter_citizen,inter_coastrestore,inter_islandrestore,inter_illfish,inter_coraladapt,inter_water,inter_rubbish,inter_indig,inter_rec,inter_carbon,inter_fishing,desc_norm,shared_resp,moral_oblig,pers_diff,procedural_knowl,general_motivation,support_rules,society_oblig,injunc_norm,steward_identity,steward_respect,dm_understanding,dm_procfair,dm_distfair,dm_equity,trust_dm,sat_mgmt,benefit_mgmt,pride_mgmt,resp_dcceew,resp_aims,resp_detsi,resp_gbrmpa,resp_council,resp_dpi,resp_dk,priority_fish,priority_lowimpact,priority_TO,priority_supply,priority_jobs,priority_recfishing,attach_love,attach_meaning,attach_GBR,attach_depend,place_identity,pride,GBRh_change,hope,sad,aesthetics,GBRh_overall,trust_reefscience,reef_fatigue,GBR_income,GBR_business,impact_desire,impact_finance,impact_lifestyle,impact_wellbeing,impact_grief,trust_ausgov,trust_reeftrust,trust_qldgov,trust_rwqp,trust_council,trust_family,trust_colleagues,trust_gbrmpa,trust_science,trust_ausngo,trust_paper,trust_tv,trust_citizen,trust_socials,qld_years,atsi,educ,emp_status,sector,ag_commodity1,ag_commodity2,ag_commodity3,ag_commodity4,ag_commodity5,ag_commodity_other,ag_commodity_open,ag_participation,ag_program1,ag_program2,ag_program3,ag_program4,ag_program5,ag_program_other,ag_program_dk,ag_program_open,ag_noprogram,dist_beach,endcomment,intdur,Distance to Coast (km)
5,250385,498,2025-11-24T23:12:00Z,2025-11-24T23:20:00Z,1,4806,Burdekin,3,38,2,In danger,We are ruining it,EPA does nothing,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,8,8,7,8,9,8,7,2,Picking up rubbish (not mine) from the beach,5,5,3,4,8,6,7,7,7,8,7,7,7,8,7,7,7,7,Farms,Farmers,Chemical runoff,4,3,5,4,4,3,4,3,4,4,3,2,4,5,1,8,8,8,8,7,8,9,7,7,7,8,8,8,7,7,7,7,7,7,8,7,7,7,8,7,7,6,8,7,7,7,6,6,6,1,NA,NA,2,NA,3,0,NA,2,NA,NA,3,1,8,7,8,8,8,7,1,7,7,8,7,7,6,2,1,8,6,6,6,4,8,7,7,5,7,7,6,7,8,6,8,6,8,6,30,2,3,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.9167,21.35
5,250386,499,2025-11-24T23:25:00Z,2025-11-24T23:53:00Z,1,4741,Mackay Whitsunday,4,66,1,Temporarily,Australian,Owned,1,6,1,1,4,1,4,7,2,1,4,3,7,7,1,1,7,6,6,7,6,6,6,6,2,Remove beach plastic flotsam at least twice a week,9,5,1,1,8,5,1,1,5,9,1,1,5,5,2,3,3,9,Gbr marine Park authority's institutional stupidity,Qld parks inherent stupidity,"One time tourists, particularly foreign tourists",2,1,3,3,2,4,3,4,3,4,4,2,2,2,5,3,9,6,6,1,10,10,2,5,9,9,1,10,2,3,9,9,5,3,6,5,9,5,5,5,5,9,1,1,5,1,3,5,3,NA,1,NA,NA,2,3,0,1,NA,NA,2,NA,3,8,8,7,8,7,5,1,2,9,8,3,2,7,2,1,10,3,3,8,8,2,2,2,4,4,5,5,1,5,6,2,2,5,2,35,1,7,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Ok,27.7,63.31
5,250387,500,2025-11-24T23:27:00Z,2025-11-24T23:52:00Z,1,4680,Fitzroy,5,58,2,Beautiful,full of life,enviroment,1,3,1,1,3,1,1,2,1,1,3,1,3,3,1,1,1,7,7,7,8,7,7,7,4,NA,4,4,4,4,9,8,9,10,9,9,9,9,9,9,9,9,8,9,fertilizer,fishing,boating,5,5,4,5,2,3,3,3,3,4,3,3,3,3,3,9,7,10,9,9,9,9,9,9,9,9,8,9,9,9,8,8,8,6,7,7,8,9,7,7,7,7,6,8,8,7,7,7,7,NA,2,3,1,NA,NA,0,3,NA,NA,1,2,NA,5,7,7,5,5,5,3,7,3,9,7,7,4,2,5,4,4,4,4,4,4,8,5,8,2,5,4,7,7,4,5,5,5,3,6,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24.0833,5.43
5,250388,501,2025-11-24T23:37:00Z,2025-11-25T00:01:00Z,1,4740,Mackay Whitsunday,4,73,2,Beautifull,Colourfull,Coral,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,9,3,8,7,4,4,NA,3,5,1,9,10,10,10,10,10,9,8,9,9,7,8,7,9,10,Being over fished,Dumping of waste/rubbish,Damage to Coral,5,5,5,5,3,4,5,5,5,2,9,3,5,5,3,10,10,7,9,8,99,8,10,99,10,10,10,10,7,10,10,10,10,3,10,10,10,10,5,8,99,3,9,8,99,8,5,3,5,2,NA,3,1,NA,NA,0,2,1,NA,NA,NA,3,7,8,4,3,4,10,1,10,10,10,2,6,2,1,NA,3,2,2,5,10,4,10,7,10,99,8,5,10,9,10,8,7,9,3,50,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,23.6667,3.25
5,250389,502,2025-11-24T23:42:00Z,2025-11-25T00:02:00Z,1,4740,Mackay Whitsunday,4,72,2,Coral,Water,Snorkelling,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,5,9,9,5,8,5,8,4,NA,9,5,9,9,8,8,6,8,8,8,8,8,5,4,8,6,8,8,Plastics,Thrown away fishing line,People not disposing of rubbish properly,3,4,3,5,2,3,4,4,2,3,3,3,3,2,3,8,8,8,7,8,8,8,9,8,7,9,7,8,6,9,99,7,99,99,99,6,99,6,99,3,99,99,99,99,99,99,99,99,99,NA,2,NA,1,NA,3,0,3,1,NA,NA,2,NA,3,3,3,3,2,3,4,8,2,7,7,4,7,1,NA,1,1,1,1,1,3,99,6,99,6,6,99,5,6,3,2,3,99,3,72,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20.0833,3.25
5,250390,503,2025-11-24T23:47:00Z,2025-11-24T23:58:00Z,1,4817,Burdekin,3,47,2,Coral,Far North Queensland,Fish,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,7,4,5,4,NA,9,5,1,2,7,8,8,7,8,7,9,7,5,5,10,3,6,9,Climate change,Over fishing,Tourist damage,3,4,3,4,5,2,3,2,2,3,2,4,4,5,1,9,7,8,8,8,7,8,9,7,8,8,8,10,10,9,6,10,10,3,7,6,7,10,7,4,6,3,6,99,99,6,6,5,7,3,NA,2,1,NA,NA,0,1,2,3,NA,NA,NA,7,9,4,6,7,10,1,7,6,7,5,10,4,1,NA,5,3,6,5,7,7,99,8,99,5,7,5,9,10,6,7,8,8,1,42,1,7,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.75,11.46
5,250391,504,2025-11-24T23:47:00Z,2025-11-25T00:00:00Z,1,4870,Wet Tropics,2,73,1,Natural wonder of the world,That's what I think,What more,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,5,7,6,5,4,NA,1,1,1,1,7,7,3,8,7,5,5,3,7,3,5,5,5,7,Pollution,Climate change,Weather events,4,2,3,4,3,2,2,2,2,2,2,4,4,3,2,3,3,7,4,4,5,6,4,4,6,8,3,5,5,3,99,7,7,99,99,7,99,7,6,5,99,99,99,99,99,99,99,99,99,NA,1,NA,2,NA,3,0,1,2,NA,NA,3,NA,7,7,4,3,4,7,4,7,5,7,5,5,7,1,NA,5,2,3,3,5,99,99,99,99,99,3,2,99,8,7,3,3,99,1,7,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,12.9,4.3
5,250392,505,2025-11-25T00:21:00Z,2025-11-25T00:38:00Z,1,4872,Wet Tropics,2,66,1,Bleaching,Climate change,Mismanagement,1,3,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,3,3,3,1,5,4,4,4,NA,9,5,1,9,10,10,10,10,10,5,10,10,2,7,10,2,10,10,Warming oceans,Pollution,Agricultural runoff,5,5,5,5,5,2,5,3,5,5,5,5,5,5,1,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,99,99,10,99,7,10,10,10,99,10,99,3,2,99,99,3,3,3,3,3,NA,2,1,NA,NA,0,2,1,3,NA,NA,NA,5,10,2,2,3,8,1,1,10,10,1,3,1,1,NA,2,1,2,3,10,3,99,2,99,3,99,99,7,9,9,3,3,99,3,5,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,17.6667,52.23
5,250393,507,2025-11-25T02:08:00Z,2025-11-25T02:27:00Z,1,4870,Wet Tropics,2,30,2,Blue,Reef,Turtle,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,5,7,7,4,8,7,6,4,NA,5,5,1,2,10,8,8,8,9,7,9,6,7,8,7,5,10,10,Pollution,Humans,Coral bleaching,3,4,4,4,4,3,3,3,2,3,2,4,4,4,1,8,8,10,9,10,8,8,7,8,8,10,5,10,8,5,10,10,5,5,10,10,8,10,10,7,5,5,7,5,7,6,5,5,7,NA,2,3,1,NA,NA,0,2,1,NA,NA,NA,3,10,10,1,10,4,10,1,5,5,10,4,7,4,1,NA,1,1,1,6,7,7,10,7,10,7,6,6,10,10,9,4,7,9,1,30,1,5,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thank you for trying to keep our reef safe,18.2667,4.3
5,250394,509,2025-11-25T04:20:00Z,2025-11-25T04:29:00Z,1,4865,Wet Tropics,2,39,1,Wet,Blue,Coral,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,5,4,6,5,4,5,4,NA,1,5,1,1,10,10,1,8,10,1,9,1,7,2,8,6,6,8,Pesticide/fertiliser runoff,oceanic temperature rise,crown of thorns starfish,5,4,5,5,5,2,5,3,5,5,4,2,5,5,1,10,10,10,10,5,10,7,8,10,10,10,1,8,10,10,3,6,6,10,8,7,8,8,3,5,3,8,3,7,1,3,3,6,3,2,NA,3,NA,NA,1,0,1,2,NA,3,NA,NA,4,5,3,1,1,8,1,1,8,5,1,5,3,1,NA,4,4,4,4,7,5,5,4,6,1,5,5,4,8,1,2,1,5,3,3,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9.1833,13.16
5,250395,510,2025-11-25T04:48:00Z,2025-11-25T05:00:00Z,1,4680,Fitzroy,5,42,1,Big,Amazing,Fish,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,10,8,10,10,10,4,NA,5,5,4,5,10,10,10,10,10,10,10,5,10,10,10,10,10,10,Crown of thorns,People who ignore fish size and bag limits,Greenies,5,4,1,3,1,4,1,1,2,1,5,2,3,2,4,7,7,10,10,8,4,7,9,1,5,8,1,7,1,7,10,10,10,3,10,10,9,10,10,8,10,10,8,7,8,7,9,10,9,NA,3,NA,1,NA,2,0,NA,1,NA,3,NA,2,10,10,10,10,10,10,2,10,1,10,10,5,10,1,NA,2,1,10,7,6,1,2,1,3,4,10,10,5,5,1,1,1,3,1,17,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11.7167,5.43
5,250396,511,2025-11-25T05:18:00Z,2025-11-25T05:26:00Z,1,4879,Wet Tropics,2,41,1,Reef,Water,Fish,1,4,1,1,1,2,1,1,1,1,1,1,4,3,1,1,1,5,9,9,10,9,8,9,4,NA,4,5,1,1,9,9,9,10,9,9,9,9,10,9,10,9,9,10,Crown of thrones star fish,People,Tourists,5,3,2,3,1,2,1,2,2,1,3,2,1,2,5,9,10,10,10,8,99,9,10,6,10,9,1,9,1,10,9,9,8,4,9,9,9,9,8,9,8,5,9,10,9,9,10,10,10,NA,2,3,1,NA,NA,0,NA,1,NA,2,NA,3,10,8,10,9,10,10,2,10,5,10,9,5,10,2,1,5,7,8,5,7,3,7,5,8,7,7,7,10,8,4,1,1,9,5,41,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8.0333,0.2
5,250397,512,2025-11-25T05:38:00Z,2025-11-25T05:43:00Z,1,4740,Mackay Whitsunday,4,42,2,Climate,Fish,Water,1,3,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,6,6,6,5,6,6,6,4,NA,3,3,3,3,5,5,5,5,4,5,5,5,5,5,4,5,5,5,Reef,Coral,Fish,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,NA,NA,1,2,3,NA,0,NA,3,NA,NA,2,1,6,6,6,6,6,6,2,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,43,1,7,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5.3333,3.25
5,250398,513,2025-11-25T06:46:00Z,2025-11-25T06:58:00Z,1,4810,Burdekin,3,44,1,Colossal,Beautiful,Fish,1,4,2,1,4,2,2,2,2,2,4,3,3,5,1,1,1,9,9,9,9,9,9,9,3,Pick up rubbish,3,5,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Climate change,Cyclones,Mining,4,4,3,3,4,3,3,3,4,4,2,4,4,4,1,7,7,8,7,7,7,7,8,8,7,7,7,7,8,7,8,8,8,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,NA,NA,2,1,3,NA,0,NA,3,NA,1,2,NA,9,9,9,9,8,9,3,8,6,9,8,8,9,1,NA,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,44,1,5,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12.5667,2.02
5,250399,514,2025-11-25T07:12:00Z,2025-11-25T07:30:00Z,1,4869,Wet Tropics,2,44,2,Beautiful,Home,Tourists,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,4,10,6,8,9,4,4,4,NA,2,5,2,2,10,8,4,10,8,10,4,4,4,4,6,8,8,10,Tourists,Rubbish,Weather,4,3,3,4,3,3,3,3,3,4,3,4,4,3,2,6,6,7,8,9,8,99,7,10,8,9,6,8,5,9,9,7,8,9,7,7,10,8,9,9,8,9,8,7,6,7,9,9,99,3,NA,1,2,NA,NA,0,NA,NA,3,1,NA,2,5,7,8,6,7,9,1,9,7,8,5,7,9,1,NA,7,6,6,7,6,5,6,5,5,6,6,6,5,5,6,6,5,5,6,20,1,4,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17.8333,15.21
5,250400,515,2025-11-25T07:31:00Z,2025-12-01T12:49:00Z,1,4878,Wet Tropics,2,45,2,Coral,Natural wonder,Protected,1,2,1,1,2,2,1,2,1,1,2,1,6,6,1,1,2,5,9,7,8,9,8,9,2,We pick up rubbish along the beach when we see it and dispose of it thoughtfully.,9,5,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Over use from tourism and locals,Pollution,People unaware of the impact of their choices,4,4,4,5,5,5,5,5,5,5,4,4,4,5,1,9,7,8,9,9,9,9,9,9,8,9,10,10,8,8,8,10,10,3,5,10,10,10,99,9,7,4,6,5,6,8,7,7,7,NA,1,NA,2,3,NA,0,1,3,NA,NA,2,NA,10,8,8,8,2,10,2,9,6,7,7,9,5,2,5,1,1,2,1,8,6,9,5,8,5,9,5,8,9,8,5,7,8,2,1,1,4,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8957.2167,0.73
5,250401,516,2025-11-25T07:46:00Z,2025-11-25T08:01:00Z,1,4680,Fitzroy,5,61,1,coral,fish,water,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,6,6,5,7,7,7,6,5,6,5,6,6,6,6,tempature,pollution,over fishing,4,2,4,3,3,2,9,9,4,2,1,3,2,3,5,6,6,7,6,5,99,6,6,99,99,5,99,99,5,3,6,5,99,99,99,5,5,5,99,5,5,3,99,5,5,5,5,5,99,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,3,5,5,5,5,4,5,4,5,5,6,5,5,5,1,NA,5,5,5,5,5,5,99,5,5,99,5,99,5,5,5,5,5,5,99,21,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.45,5.43
5,250402,517,2025-11-25T07:47:00Z,2025-11-25T08:53:00Z,1,4868,Wet Tropics,2,44,2,Precious,Local,Protect,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,8,7,9,8,4,NA,1,5,1,2,10,9,4,8,6,10,10,1,6,3,10,9,9,9,People,Global warming,Over-fishing,4,3,4,4,3,3,3,3,9,3,2,2,3,4,3,8,99,5,7,5,5,7,6,99,8,8,1,5,8,7,3,7,6,5,4,6,8,8,99,5,7,4,99,99,5,7,5,6,8,NA,NA,2,1,NA,3,0,3,1,NA,2,NA,NA,7,7,7,7,4,8,2,7,5,10,7,7,6,1,NA,3,1,6,5,6,5,6,9,99,4,8,6,8,7,4,2,2,4,1,44,1,2,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,66.0833,10.97
5,250403,518,2025-11-25T08:04:00Z,2025-11-25T08:18:00Z,1,4869,Wet Tropics,2,61,1,Huge,Awesome,Stunning,1,4,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,10,10,10,9,10,9,10,4,NA,1,5,1,9,10,9,9,10,10,10,10,9,7,8,10,10,10,10,Contaminated run-off from mainland waterways,Marine traffic,Climate change,3,4,4,4,5,3,5,4,4,4,4,3,5,5,1,10,9,8,8,8,9,8,8,9,10,10,7,10,10,9,8,10,9,4,7,8,9,10,9,9,7,7,9,9,9,8,8,9,9,2,NA,3,1,NA,NA,0,2,1,NA,NA,NA,3,10,9,9,9,9,10,1,6,6,10,7,9,6,1,NA,7,4,6,5,9,10,10,10,10,10,1,1,10,10,7,5,1,4,1,27,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.0833,15.21
5,250404,519,2025-11-25T08:07:00Z,2025-11-25T08:36:00Z,1,4870,Wet Tropics,2,65,1,Beautiful,Amazing,Natural,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,10,5,10,10,8,4,NA,5,5,1,5,8,10,8,8,10,6,8,10,6,8,8,8,8,8,Climate change,overfishing,pollution,5,5,4,5,5,3,5,4,5,4,1,5,5,5,1,10,10,10,10,10,10,8,10,10,10,10,9,10,10,10,7,10,10,3,8,10,10,10,8,10,7,7,7,8,7,8,8,8,8,2,NA,3,1,NA,NA,0,1,3,2,NA,NA,NA,10,8,5,5,5,10,1,5,8,10,6,8,2,2,3,5,5,7,5,7,8,10,8,9,10,3,3,9,10,8,6,8,10,1,23,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,29.35,4.3
5,250405,520,2025-11-25T08:10:00Z,2025-11-25T08:18:00Z,1,4740,Mackay Whitsunday,4,64,1,Beautiful,World class attraction,Colourful,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,10,9,9,8,9,4,NA,5,5,4,5,10,9,10,10,10,10,10,7,10,8,10,9,10,10,Over fishing,Pollution,Oil spills,5,5,1,4,1,2,2,2,1,4,3,5,3,3,4,8,8,10,8,8,7,9,9,7,8,10,1,8,7,7,8,8,10,9,9,8,9,9,9,8,9,8,8,9,8,6,8,1,8,NA,1,NA,3,NA,2,0,NA,NA,NA,2,1,3,9,8,5,8,3,8,3,9,9,10,9,10,10,1,NA,1,1,1,1,9,5,7,9,7,8,8,7,8,1,1,7,9,7,2,35,1,4,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,7.9833,3.25
5,250406,521,2025-11-25T08:10:00Z,2025-11-25T08:20:00Z,1,4570,Burnett Mary,6,50,2,coral,holidays,pretty,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,9,8,8,7,6,4,NA,1,1,1,1,9,10,7,9,9,8,9,6,7,7,8,9,9,8,climate change,people,pollution,9,4,3,4,4,2,4,2,3,2,2,3,3,3,1,9,9,9,9,9,8,8,9,8,8,9,7,8,9,9,7,9,9,5,7,9,9,9,8,8,7,5,99,5,99,9,8,1,7,3,NA,2,1,NA,NA,0,2,1,NA,NA,NA,3,5,8,5,5,5,9,2,8,3,8,8,6,5,1,NA,2,2,1,2,5,8,7,7,7,5,5,4,9,7,8,3,5,8,3,5,1,4,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9.6667,42.96
5,250407,522,2025-11-25T08:12:00Z,2025-11-25T08:21:00Z,1,4850,Burdekin,3,75,1,Beautiful,Awesome,I been there,1,3,1,1,4,3,5,4,2,2,4,2,4,2,3,1,3,7,7,8,9,8,8,8,3,Looking after the reef,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,Plastic,Heat,Over visiting,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,2,NA,3,NA,1,0,1,NA,NA,3,2,NA,8,8,8,8,8,8,2,8,8,8,8,8,8,3,3,8,8,8,8,8,9,8,8,8,9,9,9,8,9,9,8,9,9,8,75,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8.9,19.2
5,250408,523,2025-11-25T08:26:00Z,2025-11-25T08:40:00Z,1,4870,Wet Tropics,2,37,1,Clear warm water,Coral/diversity,Tourism,1,5,1,1,2,2,1,1,1,1,3,2,6,6,2,1,1,7,9,10,5,9,8,10,4,NA,1,5,1,1,10,5,6,8,10,7,8,4,6,8,9,8,8,9,Sea warming,Acidification,Increased storms,4,3,4,4,4,3,5,4,2,3,1,5,5,5,2,8,8,7,8,7,8,9,9,9,10,8,2,7,6,7,2,8,7,7,6,8,6,8,5,7,99,4,7,6,5,8,6,7,8,NA,NA,2,1,3,NA,0,3,2,NA,1,NA,NA,9,9,8,10,5,8,1,3,9,9,4,7,7,1,NA,5,1,6,7,8,5,8,4,8,6,6,4,9,8,99,4,5,9,1,2,1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.5,4.3
5,250409,524,2025-11-25T08:29:00Z,2025-11-25T08:45:00Z,1,4869,Wet Tropics,2,37,1,One of a kind,Beautiful,Paradise,1,2,1,1,2,1,1,2,2,1,2,1,4,2,1,2,1,7,9,10,9,9,10,8,3,"I don't pollute, teach my kids the right way to treat it. Only fish in the correct areas.",5,5,1,2,8,8,7,9,8,9,10,8,10,8,10,9,8,9,Warming oceans,Over fishing,Pollution,9,4,4,4,5,3,4,5,4,4,2,5,5,5,1,8,6,8,8,8,6,9,7,9,8,7,7,7,9,7,8,7,9,8,8,6,8,9,8,8,8,8,8,8,8,8,8,9,8,NA,NA,1,NA,3,2,0,NA,NA,3,NA,2,1,10,8,10,9,5,9,1,3,10,10,4,7,1,1,NA,4,1,7,8,7,7,6,7,8,6,7,4,8,9,8,4,7,7,7,6,1,4,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15.65,15.21
5,250410,525,2025-11-25T08:40:00Z,2025-11-25T08:50:00Z,1,4885,Wet Tropics,2,33,1,fish,coral,beauty,1,3,1,1,3,3,4,5,1,1,2,2,3,4,1,1,1,4,6,6,4,7,6,6,4,NA,5,4,2,4,10,10,1,9,7,9,10,1,7,8,6,6,9,8,chemical run off from farming,Over abundance of sharks,Increased amount of human interaction with fish,5,5,5,4,1,5,3,3,2,4,3,1,3,2,6,10,10,10,10,5,10,4,10,4,10,8,1,10,1,10,7,6,8,6,7,7,6,9,3,7,6,6,3,2,5,3,4,3,5,NA,NA,1,2,3,NA,0,NA,NA,NA,1,2,3,7,8,7,6,1,7,3,8,1,7,6,4,6,1,NA,1,1,7,4,10,7,4,6,7,6,5,5,6,4,6,5,3,6,3,33,1,6,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10.6333,40.22
5,250411,526,2025-11-25T08:46:00Z,2025-11-25T08:57:00Z,1,4869,Wet Tropics,2,35,2,Industrial runoff,Bleaching,Over fishing,1,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,9,8,9,8,8,9,8,3,"Teach my kids to do the right thing, don't pollute. Fish within regulation",5,5,1,9,8,8,9,9,9,9,8,8,8,9,8,9,8,8,Global warming,Industrial runoff,Bleaching,9,5,4,4,5,3,5,4,4,3,4,5,5,5,1,7,9,8,8,8,7,10,8,8,8,9,9,9,9,9,5,10,9,7,8,8,8,10,99,8,9,99,5,99,9,5,3,8,5,1,NA,2,NA,NA,3,0,3,NA,1,2,NA,NA,10,9,8,9,8,9,1,2,9,10,2,7,1,1,NA,5,1,8,5,8,6,9,8,9,9,6,7,7,9,9,7,7,5,7,5,1,5,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.8167,15.21
